Image_name,subject,pose,glasses,beard,mustache
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00693/00693_941121_ql.ppm,680,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00693/00693_941121_ra.ppm,680,ra,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_hr.ppm,446,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_pr.ppm,446,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_hl.ppm,446,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_fb.ppm,446,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_fa.ppm,446,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00455/00455_940422_pl.ppm,446,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_pr.ppm,654,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_qr.ppm,654,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_hr.ppm,654,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_fb.ppm,654,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_pl.ppm,654,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_fa.ppm,654,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_ql.ppm,654,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_ra.ppm,654,ra,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_rc.ppm,654,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_rb.ppm,654,rb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00667/00667_941121_hl.ppm,654,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_pr.ppm,201,pr,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_hr.ppm,201,hr,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_fb.ppm,201,fb,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_pl.ppm,201,pl,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_fa.ppm,201,fa,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00203/00203_940128_hl.ppm,201,hl,No,Yes,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00031/00031_930831_hr_a.ppm,29,hr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00031/00031_930831_pr_a.ppm,29,pr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00031/00031_930831_hl_a.ppm,29,hl,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00031/00031_930831_fb_a.ppm,29,fb,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00031/00031_930831_fa_a.ppm,29,fa,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00009/00009_930831_fa_a.ppm,8,fa,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00009/00009_930831_fb_a.ppm,8,fb,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00009/00009_930831_hl_a.ppm,8,hl,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00009/00009_930831_hr_a.ppm,8,hr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00009/00009_930831_pr_a.ppm,8,pr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_pr.ppm,488,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_qr.ppm,488,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_hr.ppm,488,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_fb.ppm,488,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_fa.ppm,488,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_pl.ppm,488,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_ql.ppm,488,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00499/00499_940519_hl.ppm,488,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00036/00036_930831_pr_a.ppm,34,pr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00036/00036_930831_hr_a.ppm,34,hr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00036/00036_930831_hl_a.ppm,34,hl,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00036/00036_930831_fb_a.ppm,34,fb,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00036/00036_930831_fa_a.ppm,34,fa,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_hr_a.ppm,202,hr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_pr_a.ppm,202,pr,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_pl_a.ppm,202,pl,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_hl_a.ppm,202,hl,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_fb_a.ppm,202,fb,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00204/00204_940128_fa_a.ppm,202,fa,Yes,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_pr.ppm,647,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_qr.ppm,647,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_hr.ppm,647,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_hr.ppm,647,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_ra.ppm,647,ra,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_fb.ppm,647,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_ql.ppm,647,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_rb.ppm,647,rb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_pl.ppm,647,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_fa.ppm,647,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_hl.ppm,647,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_rc.ppm,647,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_qr.ppm,647,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_pr.ppm,647,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_ra.ppm,647,ra,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_fb.ppm,647,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_ql.ppm,647,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_pl.ppm,647,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_rb.ppm,647,rb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_hl.ppm,647,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_fa.ppm,647,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_rc.ppm,647,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_hl.ppm,647,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_qr.ppm,647,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_rc.ppm,647,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_pr.ppm,647,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_hr.ppm,647,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_ql.ppm,647,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_rd.ppm,647,rd,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_pl.ppm,647,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_fa.ppm,647,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_qr.ppm,647,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_re.ppm,647,re,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941121_fb.ppm,647,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_941201_pr.ppm,647,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960620_hr.ppm,647,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_fb.ppm,647,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_fa.ppm,647,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_pl.ppm,647,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_rd.ppm,647,rd,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_re.ppm,647,re,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_ql.ppm,647,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_hl.ppm,647,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00660/00660_960530_rc.ppm,647,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_pr.ppm,443,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_hr.ppm,443,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_fa.ppm,443,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_pl.ppm,443,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_fb.ppm,443,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00452/00452_940422_hl.ppm,443,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_qr.ppm,681,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_hr.ppm,681,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_pr.ppm,681,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_ql.ppm,681,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_hl.ppm,681,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_rc.ppm,681,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_fb.ppm,681,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_fa.ppm,681,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_pl.ppm,681,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_rd.ppm,681,rd,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00694/00694_941121_re.ppm,681,re,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_hl.ppm,656,hl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_pl_a.ppm,656,pl,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_hr.ppm,656,hr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_hl_a.ppm,656,hl,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_qr.ppm,656,qr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_fa.ppm,656,fa,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_pl.ppm,656,pl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_pr.ppm,656,pr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_fb.ppm,656,fb,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_hr_a.ppm,656,hr,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_pr_a.ppm,656,pr,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_fa_a.ppm,656,fa,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_hr.ppm,656,hr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_rc.ppm,656,rc,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_rb.ppm,656,rb,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_hl.ppm,656,hl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_ql.ppm,656,ql,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_ra.ppm,656,ra,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_fb_a.ppm,656,fb,Yes,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_940307_pr.ppm,656,pr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_pl.ppm,656,pl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_fa.ppm,656,fa,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00669/00669_941121_fb.ppm,656,fb,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_ql.ppm,643,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_ra.ppm,643,ra,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_rc.ppm,643,rc,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_hl.ppm,643,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_rb.ppm,643,rb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_fb.ppm,643,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_fa.ppm,643,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_pl.ppm,643,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_qr.ppm,643,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_hr.ppm,643,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00656/00656_941121_pr.ppm,643,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_pr.ppm,479,pr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_qr.ppm,479,qr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_hr.ppm,479,hr,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_fb.ppm,479,fb,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_fa.ppm,479,fa,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_pl.ppm,479,pl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_ql.ppm,479,ql,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00490/00490_940519_hl.ppm,479,hl,No,No,No
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_pr.ppm,36,pr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_930831_pr.ppm,36,pr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_hr.ppm,36,hr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_930831_hr.ppm,36,hr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_930831_fb.ppm,36,fb,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_pl.ppm,36,pl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_fa.ppm,36,fa,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_930831_fa.ppm,36,fa,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_fb.ppm,36,fb,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_940128_hl.ppm,36,hl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00038/00038_930831_hl.ppm,36,hl,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00497/00497_940519_hr.ppm,486,hr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00497/00497_940519_qr.ppm,486,qr,No,No,Yes
/kaggle/input/colorferet/Kaggle_dataset_dvd1/Kaggle_dataset_dvd1/images/00497/00497_940519_pr_a.ppm,486,pr,Yes,No,Yes
